@attribute contition_t_good real
@attribute contition_t_livable real
@attribute contition_t_dilapidated real
@attribute contition_r_total real
@attribute residence_good real
@attribute residence_livable real
@attribute residence_dilapidated real
@attribute residence_cum_other real
@attribute residence_cum_good real


@data

?,61.3,?,3.4,?,60.6,34.0,?,?,?,1.3,0.1,31.0,?,?,0.4,0.3,?,?,55.2,0.2,?,0.0,?,?,?,7.9,?,?,?,?,54.7,0.1,0.2,?,39.9,3.0,0.2,2.8,29.4,29.7,?,10.9,?,3.0,?,6.3,10.9,?,?,?,6.6,97.5,1.8,0.6,8.6,74.0,13.5,?,0.6,0.1,?,?,0.7,7.3,?,2.9,?,?,?,4.7,44.1,31.1,24.8,?,6.3,0.1,?,0.1,0.7,22.1,2.2,16.0,1.4,1.6,?,0.6,0.0,?,77.9,?,76.5,?,16.0,59.8,5.2,?,?,?,?,0.2,?,?,?,0.1,?,?,0.2,80.0,65.9,14.1,19.8,?,5.5,0.2,?,?,?,1.2,4.0,?,66.4,6.5,?,19.5,?,2.3,?,?,23.9,?,?,?,?,100.0,?,35.3,?,97.9,60.6,34.0,?,2.1,?
?,?,27.0,3.1,99.1,69.3,26.7,?,0.9,0.6,?,?,7.6,?,?,?,?,?,3.7,87.0,?,0.5,0.0,5.2,0.0,0.5,0.5,0.0,?,?,0.1,17.5,?,0.2,?,69.4,7.5,?,0.8,22.9,28.3,?,14.4,5.9,5.1,1.9,?,11.5,27.7,?,?,5.7,91.4,?,1.1,9.1,73.5,?,3.4,?,0.1,61.5,5.1,0.8,0.2,28.5,?,?,0.0,?,?,85.6,11.3,?,99.1,0.7,0.0,?,0.0,?,67.1,?,?,6.4,?,0.2,3.5,0.0,?,32.9,?,32.5,65.0,15.8,?,18.8,60.4,20.8,?,?,?,?,3.1,70.3,0.5,?,0.0,0.3,?,?,15.1,5.6,2.9,2.7,?,?,22.3,85.8,?,?,3.6,66.0,?,?,41.4,11.8,9.1,?,?,5.3,4.2,3.7,?,0.3,?,69.9,27.0,3.1,99.1,69.3,?,3.1,0.9,0.6
0,?,?,5.3,?,47.8,44.1,?,3.1,0.8,?,0.3,4.1,0.2,?,0.0,?,1.3,86.0,2.7,4.5,?,0.1,16.0,?,?,?,1.5,?,1.8,?,52.8,2.9,0.4,2.3,41.4,0.1,0.1,1.9,14.2,24.5,27.1,?,5.1,9.2,?,4.1,7.1,?,16.9,?,16.6,99.0,0.4,0.6,?,72.2,15.8,3.1,?,0.1,31.0,44.7,2.4,2.0,?,?,1.7,?,0.7,2.0,?,30.8,21.4,?,3.4,0.3,0.1,?,1.0,74.3,10.4,?,?,?,?,1.6,31.1,0.9,?,3.6,22.1,?,3.4,19.2,?,43.2,?,?,5.5,?,?,1.0,12.7,?,0.8,?,?,?,90.3,4.1,?,?,?,0.1,64.0,?,45.3,?,3.8,2.9,64.8,2.5,?,4.2,?,1.3,?,74.3,?,?,?,0.2,6.0,?,?,46.1,5.3,96.9,?,?,?,3.1,?
1,50.8,?,?,?,?,?,?,2.7,?,1.8,0.3,3.9,?,?,0.0,0.1,1.3,86.0,?,4.2,?,?,15.8,?,9.4,4.2,1.3,62.3,1.8,?,47.3,2.6,0.4,2.1,?,?,?,2.0,13.6,23.3,26.5,18.1,5.5,10.9,1.2,?,?,?,17.8,41.2,15.7,?,0.8,?,?,?,15.9,?,0.5,0.1,37.5,40.5,?,1.9,?,1.1,?,9.8,?,1.8,53.6,?,18.4,?,?,0.2,0.1,1.2,?,77.6,13.1,14.8,9.5,4.0,4.6,3.3,27.3,0.9,?,3.1,19.3,?,?,17.0,13.7,44.5,41.8,63.9,?,?,?,1.8,22.6,?,1.1,0.5,0.1,?,91.1,3.8,?,?,2.0,0.1,67.1,?,51.5,2.5,4.8,?,66.6,?,9.2,5.6,?,2.2,13.4,74.9,?,2.2,?,0.2,5.8,100.0,50.8,44.0,?,?,50.1,42.2,5.0,2.7,0.7
2,?,?,?,98.8,?,33.4,5.0,1.2,0.6,0.6,0.1,2.9,0.2,0.7,?,?,?,86.0,6.2,?,?,0.3,?,1.0,4.7,2.6,0.9,71.4,1.9,?,21.9,?,?,?,75.2,0.2,0.1,2.6,11.1,17.7,?,18.6,?,18.6,?,3.3,7.3,?,?,38.4,11.8,97.1,2.3,0.6,?,?,?,?,?,?,?,21.6,5.4,1.4,?,?,0.4,0.3,?,?,80.6,?,4.7,?,1.7,0.1,0.0,0.6,0.1,92.5,?,34.9,6.5,3.0,?,?,9.9,0.7,7.5,?,?,90.0,3.0,7.0,?,50.4,?,?,1.3,0.9,?,?,67.8,0.2,2.5,0.1,0.2,?,?,2.4,?,?,0.6,?,81.5,?,79.5,?,?,4.8,75.0,9.1,16.0,12.0,14.7,?,?,77.7,16.9,0.9,?,?,?,100.0,61.0,?,5.0,?,60.4,33.4,5.0,?,?
?,?,?,7.4,96.2,?,51.3,7.0,3.8,?,2.4,0.4,7.5,0.3,0.8,0.0,0.1,0.4,87.5,1.6,?,0.6,0.3,22.0,?,?,1.7,?,56.9,1.3,0.8,?,3.1,0.5,?,31.2,?,0.2,2.5,15.6,26.7,26.3,?,?,6.8,1.0,3.6,6.9,11.9,?,?,?,98.6,0.5,?,?,?,15.4,?,0.5,0.1,14.7,?,1.9,?,2.9,?,?,23.6,2.5,6.2,26.1,33.6,40.3,77.1,11.5,4.2,0.5,2.4,?,?,8.3,?,?,3.8,6.9,?,35.0,?,29.9,?,27.0,71.3,?,25.2,?,?,?,71.0,5.8,?,?,?,?,0.1,1.5,0.1,0.1,?,85.4,?,8.2,5.7,?,?,?,62.4,40.3,?,?,?,52.4,1.9,9.2,?,?,?,18.1,63.2,?,6.8,?,0.3,2.5,100.0,38.9,53.7,7.4,?,37.9,?,7.0,?,?
?,?,?,6.9,?,42.1,?,6.6,3.5,?,?,0.3,?,0.3,0.9,?,?,0.5,?,1.9,?,0.6,0.3,21.1,9.4,4.2,1.5,1.1,59.6,1.3,0.9,56.6,2.8,0.5,3.7,?,?,0.1,3.1,15.0,25.9,26.0,?,5.1,7.5,1.0,3.6,?,12.2,16.7,42.4,17.3,?,?,0.8,9.0,71.3,?,3.2,?,?,?,?,?,?,2.9,1.5,4.7,20.6,?,?,31.9,?,35.9,?,?,?,0.4,2.0,3.7,74.0,9.2,?,8.8,4.4,?,2.9,34.3,?,26.0,2.7,?,73.8,3.6,?,?,39.3,?,?,5.4,8.2,?,2.1,15.6,0.1,?,?,?,92.4,85.8,6.6,?,5.2,2.3,0.1,46.9,64.1,?,?,3.8,?,55.0,?,?,4.0,3.9,?,16.5,?,25.6,6.0,?,?,2.8,100.0,43.1,50.0,6.9,?,?,?,?,3.5,?
2,64.6,31.0,4.3,98.3,63.7,?,4.3,?,0.9,?,0.0,2.2,?,?,0.0,0.1,0.9,?,?,3.2,0.3,?,?,0.8,3.7,0.9,1.6,73.4,1.2,?,35.3,?,0.3,1.0,62.3,?,0.0,6.3,11.6,?,24.2,?,?,?,0.9,3.5,6.9,?,18.8,38.4,18.0,?,0.9,0.4,?,?,17.2,?,1.5,0.2,28.5,58.5,0.5,?,3.1,?,0.0,5.5,0.6,?,62.1,?,?,95.5,3.7,?,0.1,?,?,94.3,13.5,?,?,?,1.1,12.8,30.3,?,?,1.8,?,?,4.1,?,?,?,?,45.6,3.4,?,0.0,5.7,?,0.1,0.9,0.0,0.3,?,88.1,7.9,3.7,?,0.7,?,66.5,72.8,?,4.0,5.1,4.5,?,?,14.0,?,?,3.5,8.0,?,?,1.7,1.6,0.1,4.3,100.0,64.6,?,4.3,98.3,?,?,4.3,1.7,0.9
0,?,?,6.3,98.5,55.0,37.3,6.2,1.5,?,1.2,0.1,?,0.1,0.2,0.0,?,?,93.7,2.5,?,0.3,0.1,?,1.0,?,?,?,75.6,0.4,0.8,29.0,0.8,?,0.2,?,?,?,4.2,?,24.7,?,13.0,5.1,10.4,?,2.9,7.2,?,?,?,?,98.8,0.8,?,10.1,?,?,3.4,0.4,?,?,?,0.6,0.0,0.6,0.2,?,?,?,1.7,?,11.9,?,98.6,0.5,?,0.0,0.1,?,88.7,6.7,?,12.1,3.8,1.0,?,?,0.0,?,0.9,?,81.3,?,?,17.5,?,47.7,?,1.4,2.8,?,2.0,?,?,0.4,?,?,?,?,?,6.6,1.5,5.1,0.1,?,63.6,?,1.5,2.9,?,69.5,4.2,24.1,?,6.4,2.0,9.2,83.3,14.2,1.0,0.8,?,1.4,100.0,55.2,?,6.3,98.5,55.0,?,6.2,1.5,?
1,74.3,23.5,?,98.5,73.5,22.9,?,?,0.8,0.6,?,?,?,1.1,0.1,0.2,?,88.9,5.0,1.4,0.2,?,?,1.8,?,0.6,0.7,81.4,?,?,9.7,?,?,0.8,85.7,?,?,3.7,?,18.1,?,?,8.0,22.6,1.4,?,9.2,22.7,24.8,29.6,8.3,?,?,0.8,11.3,?,13.9,?,0.6,?,?,?,?,0.0,0.5,0.4,?,0.4,?,0.2,?,4.5,1.7,?,0.3,0.1,?,0.6,0.2,?,?,29.0,?,1.7,1.0,20.2,?,?,2.1,?,1.5,96.7,1.4,1.9,46.9,39.1,14.0,?,0.5,0.8,?,?,?,2.5,2.4,0.0,0.3,98.1,95.9,?,1.6,1.4,0.2,?,83.7,?,?,9.8,10.4,7.6,?,14.7,26.6,?,20.7,13.2,?,87.8,9.0,0.8,0.7,0.1,2.4,100.0,74.3,?,?,?,73.5,?,2.2,1.5,?
2,74.6,?,2.2,98.5,73.8,22.7,?,1.5,0.8,0.6,0.0,1.7,0.4,1.1,?,?,?,88.8,5.0,1.4,?,0.2,?,?,?,?,?,81.5,5.9,?,9.4,?,0.6,0.8,85.9,1.1,?,3.7,9.7,18.0,21.6,?,8.1,?,1.4,?,?,22.8,?,29.5,8.2,96.1,3.1,?,11.4,70.2,?,3.8,0.6,0.1,82.8,?,0.2,0.0,?,?,?,0.3,0.0,0.2,?,?,1.4,?,?,?,?,?,0.2,98.1,?,28.9,4.7,1.6,1.0,?,?,?,1.9,0.6,1.3,97.0,?,1.7,47.4,39.2,13.4,?,?,0.7,?,5.0,83.0,?,2.4,0.1,0.3,98.2,96.0,?,1.5,?,0.1,0.3,?,77.5,91.7,9.9,?,7.7,72.0,?,26.6,24.0,20.9,13.3,1.2,?,?,0.8,?,?,2.4,100.0,74.6,?,2.2,?,?,?,?,?,?
0,43.1,47.4,9.5,?,41.8,42.4,?,?,1.3,5.0,?,?,?,1.7,0.0,0.1,1.9,?,2.7,?,0.4,3.5,16.1,2.9,13.2,3.4,0.7,55.9,1.4,?,?,0.4,0.4,?,?,?,?,?,22.3,28.1,?,?,3.5,?,0.8,?,7.1,?,18.3,?,8.7,98.0,?,?,7.3,?,15.1,2.2,?,?,51.3,?,?,0.3,?,?,?,?,1.2,?,?,?,16.4,87.8,4.2,0.4,0.3,4.4,?,69.5,6.9,9.2,9.2,?,3.7,0.5,?,1.6,30.5,4.3,26.2,69.2,4.6,26.1,11.6,?,40.9,75.1,?,1.2,0.0,1.4,18.4,1.3,0.8,0.5,?,91.5,?,9.7,8.4,?,?,0.1,?,?,43.2,1.8,4.2,?,54.5,2.3,12.5,?,?,?,14.3,?,20.0,?,3.3,3.6,?,?,43.1,47.4,9.5,?,41.8,42.4,?,9.2,?
?,47.7,?,8.8,91.9,?,39.2,?,8.1,1.3,4.3,2.5,?,3.2,1.7,0.1,?,2.0,79.5,3.0,3.0,0.4,3.2,?,2.6,?,3.0,0.7,59.3,?,2.3,?,?,?,?,54.6,0.1,0.2,4.2,?,?,25.1,?,?,6.8,0.8,3.2,6.9,?,18.1,49.8,8.5,98.0,?,?,7.2,75.2,15.1,?,0.2,0.0,54.7,27.4,0.5,0.3,?,1.3,4.1,7.2,?,1.1,?,26.1,?,?,3.7,?,?,4.1,2.6,?,8.6,?,?,?,?,0.5,33.1,?,?,?,23.4,?,4.3,23.3,?,49.1,37.0,68.8,1.5,1.1,?,?,24.1,?,0.8,0.4,0.1,92.1,?,8.6,7.8,?,3.7,0.1,60.3,67.2,47.1,2.0,?,4.6,56.6,3.0,?,6.3,?,?,?,70.4,?,6.0,?,?,?,100.0,47.7,43.5,8.8,91.9,46.5,?,?,8.1,1.3
2,73.5,22.0,?,?,72.3,?,?,1.9,1.1,0.6,0.2,5.8,1.1,?,?,0.2,2.3,?,?,2.1,?,?,7.1,1.2,?,0.3,?,78.1,7.6,2.5,19.7,?,0.1,?,?,0.2,?,3.4,13.6,23.5,?,15.2,5.6,?,?,?,5.5,11.2,16.9,?,7.7,98.2,0.7,1.2,6.8,75.2,?,2.6,0.3,0.1,73.5,9.9,1.7,?,?,2.8,0.1,5.2,1.6,0.4,81.8,9.7,8.5,95.7,0.9,0.1,0.0,?,0.8,?,?,29.5,6.0,?,?,0.4,32.2,?,8.7,?,?,?,?,7.8,26.3,?,15.5,33.9,3.4,0.3,?,?,?,?,0.9,?,0.3,95.3,?,2.7,?,2.5,1.9,0.3,74.3,67.2,68.3,3.5,?,5.3,68.6,?,21.6,11.5,10.6,?,7.5,81.1,13.6,?,0.6,0.8,3.9,?,73.5,22.0,4.5,?,72.3,?,4.4,1.9,1.1
0,?,?,4.6,98.2,52.1,?,4.2,1.8,?,?,0.4,1.9,0.5,?,0.0,0.1,0.6,90.8,?,?,?,?,24.2,0.5,?,?,0.4,69.3,2.7,1.1,40.2,2.7,?,0.4,56.1,?,0.3,?,?,?,?,17.2,?,10.6,?,3.0,7.0,?,19.7,37.9,16.6,99.2,?,?,?,67.8,18.6,?,0.5,0.1,25.2,?,1.1,0.3,?,?,0.7,11.2,?,?,?,26.0,15.0,?,?,0.7,0.1,?,0.7,62.7,?,21.0,?,3.9,3.4,0.4,?,?,?,2.5,34.8,68.4,5.0,26.5,11.8,42.3,45.8,?,5.7,11.0,0.0,0.8,13.8,?,?,1.0,0.1,?,81.7,5.5,12.7,?,4.2,?,64.4,63.4,53.1,1.5,?,?,?,6.2,6.7,?,?,1.4,?,72.1,?,1.8,?,?,2.5,100.0,52.5,?,4.6,98.2,52.1,41.9,?,1.8,0.4
1,?,?,?,98.3,?,41.9,4.1,1.7,?,1.0,0.3,1.7,0.5,0.4,0.1,?,?,90.8,4.1,1.6,?,0.5,23.2,0.5,?,0.2,?,69.8,2.8,1.2,37.3,2.6,?,0.5,?,0.1,?,?,13.5,22.0,?,17.8,6.0,?,?,2.8,6.7,?,?,?,17.1,99.0,?,?,9.3,?,18.5,3.8,0.5,0.1,?,40.0,1.0,0.3,12.2,?,0.8,?,0.5,1.1,62.6,23.8,13.6,90.6,?,0.6,?,2.9,?,?,?,23.7,5.9,3.7,?,?,?,1.2,33.7,2.4,?,71.2,4.8,24.0,13.4,?,42.2,60.9,?,9.7,0.0,1.1,?,?,1.0,?,0.1,88.5,?,?,11.4,7.6,3.8,?,66.3,?,56.6,1.9,?,2.2,70.8,7.2,6.7,?,7.6,1.8,10.0,73.0,22.8,?,?,0.4,?,?,?,42.9,?,98.3,52.3,?,4.1,1.7,?
2,?,?,3.0,?,54.0,?,?,?,?,0.6,0.0,0.7,0.1,0.9,?,?,?,90.6,?,?,0.5,0.3,?,?,3.7,?,0.5,?,?,1.4,?,1.4,?,1.5,?,?,0.0,3.1,?,?,?,22.3,8.1,20.4,?,?,4.7,12.2,16.2,?,20.0,98.1,?,0.4,?,68.0,17.9,?,?,0.1,?,18.5,0.2,?,7.5,?,1.6,1.3,0.5,1.0,87.8,8.4,3.8,97.7,1.0,0.1,0.0,?,?,91.1,32.0,?,4.5,2.3,?,4.0,1.5,0.3,8.9,?,7.3,90.2,?,?,24.7,?,?,23.2,?,0.6,0.1,3.7,69.2,1.3,0.4,?,0.1,97.6,?,3.7,?,1.6,0.6,?,79.9,?,80.6,4.5,7.1,2.7,72.5,14.4,?,6.4,?,?,?,79.7,17.0,?,?,0.1,2.6,100.0,?,?,3.0,98.8,54.0,41.9,3.0,1.2,?
0,61.0,33.2,?,98.1,60.3,?,5.6,1.9,?,1.0,?,?,?,2.3,?,?,?,?,?,1.8,?,0.2,?,3.0,1.4,0.1,0.2,66.2,?,1.7,?,?,1.0,?,51.6,?,0.0,?,18.5,22.3,?,15.7,5.7,?,0.7,?,7.8,14.9,18.9,?,?,99.0,0.6,0.4,6.3,?,16.5,3.2,0.4,?,21.4,?,1.1,0.5,6.7,2.0,1.0,?,0.4,2.4,?,32.6,?,83.1,?,0.9,0.2,2.7,?,59.0,11.5,14.1,16.0,8.1,6.6,0.5,1.6,?,41.0,?,36.2,75.4,3.4,21.2,?,?,36.5,73.7,3.1,?,0.0,?,5.0,?,0.4,?,0.1,94.0,91.5,?,5.9,3.2,2.7,0.1,?,70.9,45.1,?,5.8,3.3,?,5.0,3.7,10.9,8.0,?,9.4,69.4,?,4.6,4.3,0.3,3.2,?,61.0,33.2,5.9,98.1,60.3,?,5.6,1.9,0.7
?,?,?,?,98.1,?,32.3,?,?,0.7,?,?,5.0,0.2,2.3,0.0,0.3,?,82.4,?,1.7,0.5,0.2,23.2,2.8,?,?,0.2,66.7,3.2,1.6,43.1,2.3,?,0.5,?,?,0.0,?,18.0,?,?,15.9,6.0,?,0.8,?,?,15.0,19.2,?,?,98.9,?,?,?,73.6,16.4,3.2,0.4,0.1,24.8,?,1.0,?,?,?,0.9,?,0.3,?,47.4,31.0,?,84.1,11.3,?,0.2,2.5,1.0,?,13.5,15.4,15.3,7.6,6.2,0.6,1.7,?,?,?,34.4,76.7,?,?,14.1,51.5,34.4,?,3.0,16.3,?,?,8.9,0.0,?,?,0.1,94.3,91.8,2.5,5.6,?,2.5,0.1,54.1,?,?,2.1,6.1,3.6,?,6.1,?,11.1,?,1.7,8.9,?,22.6,4.5,4.2,?,3.0,?,61.0,33.3,?,98.1,60.3,32.3,5.5,1.9,0.7
2,62.3,34.4,3.3,97.9,?,?,?,2.1,1.1,1.0,0.1,3.1,?,0.9,0.0,0.4,?,?,?,?,0.1,?,?,?,?,0.1,?,75.9,?,0.3,?,7.2,0.4,2.4,74.8,0.7,0.0,0.9,9.6,?,?,19.5,9.9,20.4,?,?,7.5,?,23.9,40.7,6.7,97.9,1.7,0.4,7.6,?,?,?,0.7,0.0,79.3,20.6,0.1,?,0.0,0.0,0.0,0.0,0.0,?,94.8,5.0,0.1,99.8,?,?,0.0,0.1,?,?,?,36.9,4.6,?,?,3.1,3.1,?,?,0.4,?,?,?,1.1,?,61.3,1.0,12.8,0.0,?,?,?,71.5,0.0,14.1,0.0,0.4,98.9,96.2,2.7,0.7,?,?,0.4,87.0,88.9,?,8.5,10.3,7.8,64.6,?,6.7,?,?,?,?,79.2,?,2.7,?,?,?,100.0,62.3,34.4,3.3,97.9,61.2,33.4,3.3,2.1,1.1
?,51.6,43.3,5.1,96.2,50.8,40.7,?,?,0.8,?,0.5,?,1.1,?,0.0,0.1,?,82.5,4.2,?,0.2,?,?,?,?,?,0.2,69.6,?,0.7,48.1,2.8,0.2,?,48.1,?,?,4.5,?,25.0,?,14.9,4.7,?,?,?,?,14.7,?,34.0,18.3,98.9,?,0.6,9.0,74.3,?,?,0.3,0.1,19.5,47.6,?,0.9,?,?,?,16.3,?,?,41.7,32.6,25.7,75.6,17.1,?,0.3,4.4,?,?,?,?,?,?,?,0.7,12.6,?,?,?,?,?,?,36.5,?,?,?,81.9,3.0,?,?,0.2,10.0,?,?,0.1,0.1,95.6,92.6,?,4.2,2.3,?,0.1,57.9,54.1,38.9,1.3,?,?,61.3,?,3.5,3.1,3.9,?,20.0,71.5,20.5,6.7,?,?,?,100.0,?,43.3,5.1,96.2,?,?,4.6,?,0.8
1,55.6,?,?,96.7,?,37.7,?,?,0.8,?,0.4,?,?,?,?,?,?,?,?,0.7,?,?,20.6,?,?,0.4,0.2,69.9,?,?,41.9,?,0.3,?,54.4,?,0.1,4.0,?,24.1,21.8,?,5.2,10.9,?,?,8.0,14.3,18.6,?,?,98.6,0.8,?,8.9,73.7,14.7,?,0.3,?,?,48.1,?,0.7,7.3,?,1.8,?,0.8,1.8,49.8,28.4,21.8,80.4,13.8,?,0.3,?,1.9,56.6,8.3,?,8.0,6.0,5.0,3.8,10.7,?,43.4,?,36.0,64.6,4.0,31.4,9.4,?,?,?,2.7,?,0.0,0.5,20.3,?,0.9,?,0.3,96.1,93.1,?,?,?,?,0.3,62.3,?,?,1.9,4.1,2.6,?,5.3,?,3.9,?,?,16.6,72.7,?,?,4.7,1.0,1.3,100.0,?,?,?,?,54.8,37.7,?,3.3,?
?,68.4,28.5,3.1,98.6,67.7,27.9,?,1.4,0.8,0.5,0.1,?,0.5,4.1,0.0,?,1.3,?,7.9,0.7,0.2,?,20.3,0.4,0.8,?,0.3,71.0,?,0.8,21.5,2.3,0.6,0.2,74.9,0.4,0.0,2.2,12.3,?,?,?,?,17.1,0.7,2.2,?,?,17.6,?,28.4,97.7,1.7,0.6,8.4,71.8,?,?,0.5,0.1,38.6,?,0.5,0.0,?,1.2,?,3.6,0.1,?,?,14.4,?,95.9,?,?,?,?,0.2,75.5,16.3,21.7,?,?,?,?,?,0.8,24.5,?,19.4,82.3,?,?,16.3,?,22.6,38.5,1.5,?,0.1,1.4,?,?,1.1,0.1,0.7,97.7,94.9,2.8,1.6,?,0.3,?,76.6,?,73.2,3.9,6.5,3.4,?,11.8,7.2,?,10.8,?,5.4,76.6,?,2.2,1.8,0.3,1.4,100.0,68.4,28.5,3.1,98.6,67.7,?,?,1.4,0.8
0,46.3,?,?,?,45.6,?,4.3,3.1,0.7,1.9,0.4,7.4,0.3,?,?,?,?,?,?,?,0.2,?,35.9,1.3,1.0,0.3,?,57.6,2.3,1.1,56.2,?,0.4,1.0,?,?,?,?,24.0,26.7,21.7,?,?,7.1,?,?,9.8,16.2,?,40.5,8.1,99.0,?,?,?,77.6,?,?,0.2,0.0,?,?,0.8,0.6,?,?,?,19.4,0.4,3.2,29.5,39.5,30.9,?,31.3,?,0.1,1.9,0.8,41.7,6.3,8.0,7.0,6.0,3.8,0.9,9.2,0.6,58.3,?,53.4,51.5,?,?,5.3,37.2,57.5,79.2,4.0,?,0.0,0.3,4.0,0.0,0.2,0.1,?,?,92.7,?,3.7,1.5,2.2,?,?,?,33.4,?,3.7,2.0,66.2,1.8,2.3,?,3.0,0.7,?,58.9,32.4,6.1,5.8,?,2.7,100.0,?,49.0,?,96.9,45.6,?,4.3,?,0.7
1,?,?,?,97.1,?,?,4.3,2.9,?,1.8,0.4,?,?,?,?,0.3,0.9,82.5,5.3,?,?,?,34.1,1.1,?,0.3,?,58.6,?,?,52.4,?,0.4,?,42.6,0.1,0.0,4.5,?,?,22.6,11.6,4.2,7.5,1.1,4.6,?,16.5,20.0,40.0,?,98.9,?,0.5,7.3,77.2,?,1.9,?,0.0,8.2,62.4,0.7,?,?,?,2.7,?,0.3,2.8,34.0,38.2,?,69.2,26.9,1.5,?,1.6,?,44.9,?,?,7.1,6.1,3.8,1.0,9.3,?,?,?,?,?,4.0,?,6.0,39.2,54.8,?,4.5,?,0.0,?,6.2,0.0,0.4,?,0.1,96.3,?,3.2,3.6,1.8,1.8,0.1,48.3,?,37.3,1.2,?,2.0,?,2.0,?,?,3.5,?,15.3,60.9,30.8,5.7,?,0.3,?,100.0,47.7,47.7,4.6,?,?,45.9,4.3,2.9,?
?,53.7,?,4.2,97.8,?,?,4.1,?,?,0.9,0.1,4.8,0.3,2.1,0.0,0.3,1.2,79.1,?,?,?,0.2,?,0.6,0.6,0.4,?,?,7.7,1.2,35.7,2.1,?,0.7,60.8,0.1,0.0,?,19.6,?,27.0,11.7,5.4,?,1.1,?,8.6,?,22.0,?,?,98.7,0.8,0.5,6.4,75.4,15.2,?,?,?,11.5,76.8,?,0.1,1.9,0.8,0.9,6.3,0.1,?,53.3,32.4,14.3,91.8,?,?,0.1,0.1,0.2,58.5,10.8,17.7,7.4,6.6,?,?,9.9,?,?,4.9,36.6,71.4,4.4,24.2,9.2,?,43.0,62.5,?,12.7,?,0.8,16.0,0.0,1.0,0.0,0.1,?,94.4,?,3.1,?,?,?,62.0,60.8,?,?,4.8,2.0,74.1,2.8,4.3,6.4,5.5,?,?,69.8,23.9,3.8,?,?,2.5,100.0,53.7,42.0,?,97.8,52.5,41.1,4.1,?,?
?,?,60.0,1.6,92.4,35.8,?,?,?,?,4.8,0.2,?,?,0.4,0.0,0.2,0.3,?,2.3,?,0.3,0.0,4.4,?,55.1,?,0.0,12.5,0.8,?,?,0.1,0.1,0.1,23.6,?,?,4.0,34.1,30.8,?,8.0,2.8,4.2,?,?,?,?,21.2,33.1,?,99.1,0.5,?,?,78.4,10.3,1.4,0.2,0.0,?,67.7,?,4.0,0.2,?,?,?,?,?,27.2,48.0,24.8,76.9,?,0.9,0.3,?,?,24.0,6.3,11.5,?,?,0.5,1.8,0.0,0.2,76.0,?,74.5,25.9,3.2,?,5.0,13.9,81.2,93.6,1.1,?,0.0,0.3,?,0.1,0.3,?,?,97.3,85.1,?,?,?,?,?,76.4,?,20.9,0.6,2.8,1.6,?,1.2,?,1.5,1.6,0.3,33.3,16.2,78.8,?,?,0.3,?,100.0,38.4,60.0,?,92.4,35.8,55.2,?,7.6,2.6
1,41.1,57.2,1.7,92.9,38.7,?,1.5,?,?,4.5,?,?,?,?,0.0,?,?,?,?,0.1,0.4,0.0,4.6,?,51.2,?,?,17.7,1.0,0.1,?,0.1,?,0.4,28.1,0.5,0.0,4.0,33.8,30.1,?,8.1,?,4.8,2.3,8.2,?,18.9,?,?,?,96.9,2.5,?,10.7,77.4,10.2,?,?,0.0,?,65.3,?,3.7,0.2,?,?,1.2,?,?,?,44.9,23.2,78.6,?,?,0.3,4.5,?,29.3,?,11.4,?,1.4,0.5,2.8,0.1,?,?,1.5,69.2,30.9,?,66.0,?,15.9,76.4,87.2,?,0.0,0.0,1.0,?,0.1,?,?,0.1,?,85.5,?,?,0.6,1.9,0.1,?,30.7,?,0.8,3.2,1.6,?,1.7,0.7,2.0,2.3,?,?,20.8,74.1,5.0,4.7,?,0.2,100.0,41.1,?,?,92.9,38.7,?,1.5,7.1,2.4
2,73.4,23.7,2.9,99.1,72.8,?,2.9,?,?,0.3,0.0,21.4,0.1,0.6,0.0,0.2,0.5,35.0,?,?,?,0.0,?,0.1,3.3,?,?,?,3.0,?,?,?,?,?,?,?,0.0,?,30.3,22.6,17.8,9.2,4.9,12.0,8.8,9.5,?,?,22.5,22.4,?,70.9,?,1.9,22.4,?,9.2,?,?,?,58.2,37.5,?,0.1,0.3,?,1.1,0.2,?,2.1,?,7.5,?,99.1,0.6,0.0,?,0.0,0.2,93.4,52.5,10.3,14.3,0.1,?,14.9,0.8,0.0,6.6,0.4,?,?,1.9,?,41.3,39.9,?,?,?,0.1,0.0,?,77.5,?,0.3,0.0,0.6,98.5,90.3,8.2,1.0,?,0.4,0.6,?,34.8,67.3,2.7,?,?,?,?,2.7,8.0,11.1,4.2,6.1,76.0,17.6,5.9,?,?,0.5,100.0,73.4,23.7,2.9,99.1,?,23.4,2.9,0.9,?
